id
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18708
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18884
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_TP6-1
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18708
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18884
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_TP6-1
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18708
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18884
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_TP6-1
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.1
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.1.Pseudomonas_syringae_pv_actinidiae_ICMP_18800
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.2
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.2.Pseudomonas_syringae_pv_actinidiae_Shaanxi_M7
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.3
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.3.Pseudomonas_syringae_pv_actinidiae_TP1
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.4
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.0.4.Pseudomonas_syringae_pv_actinidiae_CH2010-6
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.1.0
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.0.1.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19097
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.1.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.1.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19101
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.2.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.0.0.0.2.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18801
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19455
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.0.0.1.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.0.0.1.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19439
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18744
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.0.1.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.0.1.0.Pseudomonas_syringae_pv_actinidiae_CFBP_7286
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.1.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.0.1.1.0.0.Pseudomonas_syringae_pv_actinidiae_CRAFRU8-43
0.0.0.0.0.0.0.1.0.0.0.0.0.1.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.1.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19079
0.0.0.0.0.0.0.1.0.0.0.0.0.2.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.0.2.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18886
0.0.0.0.0.0.0.1.0.0.0.0.1.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.0.1.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_Shaanxi_M228
0.0.0.0.0.0.0.1.0.0.0.1.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19102
0.0.0.0.0.0.0.1.0.0.0.1.0.0.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.0.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19103
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_9617
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_9853
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.1.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.1.0.Pseudomonas_syringae_pv_actinidiae_KW41
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.2.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.0.2.0.Pseudomonas_syringae_pv_actinidiae_NCPPB_3871
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.1.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.0.1.1.0.0.Pseudomonas_syringae_pv_actinidiae_NCPPB_3739
0.0.0.0.0.0.0.1.0.0.0.1.0.1.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.1.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_9855
0.0.0.0.0.0.0.1.0.0.0.1.0.2.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.2.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19068
0.0.0.0.0.0.0.1.0.0.0.1.0.2.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.0.2.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19104
0.0.0.0.0.0.0.1.0.0.0.1.1.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.1.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_PA459
0.0.0.0.0.0.0.1.0.0.0.1.1.0.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.1.1.0.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_M302091
0.0.0.0.0.0.0.1.0.0.0.2.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.0.2.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19070
0.0.0.0.0.0.0.1.0.0.1.0.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.1.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_MAFF_212056
0.0.0.0.0.0.0.1.0.0.2.0.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.2.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19071
0.0.0.0.0.0.0.1.0.0.2.0.0.0.1.0.0.0.0
0.0.0.0.0.0.0.1.0.0.2.0.0.0.1.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19072
0.0.0.0.0.0.0.1.0.0.2.0.1.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.0.2.0.1.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19073
0.0.0.0.0.0.0.1.0.1.0.0.0.0.0.0.0.0.0
0.0.0.0.0.0.0.1.0.1.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_theae_ICMP_3923
0.0.0.0.0.0.0.1.0.1.0.0.0.1.0.0.0.0.0
0.0.0.0.0.0.0.1.0.1.0.0.0.1.0.0.0.0.0.Pseudomonas_syringae_pv_theae_ICMP3923
0.0.0.0.0.0.0.1.0.1.0.0.0.1.0.0.1.0.0
0.0.0.0.0.0.0.1.0.1.0.0.0.1.0.0.1.0.0.Pseudomonas_syringae_pv_theae_NCPPB_2598
0.0.0.0.0.0.0.1.0.1.0.0.0.1.1.0.0.0.0
0.0.0.0.0.0.0.1.0.1.0.0.0.1.1.0.0.0.0.Pseudomonas_syringae_pv_theae_NCPPB_2598
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.0.0.0.0
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.0.0.0.0.Pseudomonas_syringae_pv_actinidifoliorum_CFBP8161
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.1.0.0.0
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.1.0.0.0.Pseudomonas_syringae_pv_actinidifoliorum_CFBP8180
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.2.0.0.0
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.2.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19100
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.3.0.0.0
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.3.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_19099
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.4.0.0.0
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.4.0.0.0.Pseudomonas_syringae_pv_actinidiae_ICMP_18804
0.0.0.0.0.0.0.2.0.0.0.0.0.0.0.4.1.0.0
